CHR	POS
1	10028488
1	10029021
1	10030242
1	10032108
1	10032697
1	10034151
1	10034279
1	10034865
1	10037106
1	10040327
1	10046146
1	10047911
1	10048301
1	10059281
1	10060586
1	10061033
1	10062772
1	10064233
1	10064700
1	10065135
1	10068817
1	10070028
1	10070519
1	10071590
1	10072682
1	10072693
1	10078960
1	10089338
1	10090324
1	10093956
1	10096277
1	10099203
1	10114858
1	10117474
1	10131493
1	10144066
1	10148681
1	10152861
1	10156862
1	10160256
1	10168959
1	10169765
1	10172190
1	10173840
1	10181111
1	10185035
1	10195320
1	10197502
1	10198118
1	10198952
1	10200783
1	10200853
1	10203997
1	10205212
1	10221176
1	10221447
1	10222088
1	10226320
1	10228473
1	10229765
1	10235563
1	10235571
1	10243997
1	10246210
1	10251663
1	10256951
1	10261308
1	10275891
1	10277697
1	10294120
1	10296379
1	10297641
1	10300316
1	10300356
1	10300602
1	10301355
1	10303189
1	10312174
1	10314727
1	10315459
1	10324359
1	10324447
1	10326725
1	10327573
1	10333176
1	10334629
1	10335641
1	10340188
1	10340728
1	10345062
1	10352341
1	10356753
1	10358147
1	10358172
1	10359035
1	10361434
1	10362603
1	10365922
1	10367082
1	10375283
1	10375704
1	10376948
1	10386361
1	10391315
1	10397063
1	10398900
1	10399684
1	10408770
1	10418825
1	10421330
1	10421802
1	10423425
1	10428968
1	10431578
1	10434394
1	10438536
1	10439590
1	10440735
1	10445442
1	10446294
1	10447887
1	10450616
1	10451576
1	10451651
1	10451815
1	10454899
1	10458882
1	10464129
1	10471991
1	10476762
1	10477463
1	10477666
1	10477774
1	10479142
1	10481729
1	10487414
1	10487496
1	10490224
1	10494341
1	10496258
1	10498879
1	10500397
1	10500733
1	10504188
1	10505203
1	10505224
1	10505721
1	10507153
1	10507322
1	10518499
1	10523416
1	10523427
1	10524881
1	10529788
1	10531467
1	10531933
1	10537306
1	10540361
1	10540363
1	10541428
1	10544465
1	10545461
1	10545912
1	10546269
1	10549263
1	10549611
1	10549765
1	10551604
1	10553445
1	10554216
1	10562022
1	10563164
1	10567360
1	10569572
1	10570285
1	10574241
1	10575761
1	10585569
1	10586997
1	10587477
1	10588614
1	10588735
1	10590133
1	10590941
1	10591692
1	10595645
1	10596321
1	10598559
1	10600054
1	10603371
1	10603841
1	10604341
1	10604926
1	10605115
1	10610252
1	10617663
1	10622026
1	10623055
1	10624144
1	10624165
1	10627951
1	10629609
1	10630089
1	10635639
1	10637243
1	10637543
1	10639029
1	10642342
1	10643545
1	10648722
1	10649260
1	10652732
1	10655121
1	10659611
1	10660453
1	10660742
1	10661093
1	10662973
1	10665053
1	10668066
1	10672676
1	10673538
1	10680690
1	10682649
1	10687465
1	10690705
1	10692458
1	10695041
1	10695272
1	10696969
1	10698101
1	10698349
1	10698495
1	10698845
1	10699430
1	10699634
1	10700946
1	10704058
1	10704996
1	10707049
1	10708162
1	10709394
1	10713243
1	10715164
1	10724522
1	10725252
1	10736188
1	10737060
1	10737093
1	10737535
1	10745948
1	10747790
1	10750534
1	10756357
1	10762041
1	10763069
1	10766856
1	10776651
1	10776691
1	10777499
1	10778077
1	10778781
1	10786184
1	10791577
1	10793013
1	10797676
1	10808958
1	10811640
1	10815697
1	10818668
1	10823916
1	10823928
1	10827076
1	10827602
1	10828570
1	10837822
1	10840585
1	10841253
1	10842997
1	10845196
1	10849484
1	10852930
1	10853337
1	10853695
1	10854086
1	10855673
1	10857336
1	10857580
1	10863509
1	10867867
1	10869333
1	10870767
1	10873075
1	10875927
1	10891954
1	10894162
1	10899850
1	10903556
1	10911564
1	10913863
1	10914891
1	10921001
1	10923037
1	10924217
1	10926303
1	10927356
1	10928373
1	10928490
1	10930999
1	10932027
1	10932644
1	10932838
1	10933058
1	10933854
1	10937430
1	10941536
1	10943759
1	10948150
1	10951791
1	10955486
1	10959866
1	10964088
1	10965394
1	10967100
1	10967512
1	10968294
1	10970524
1	10971270
1	10971403
1	10971556
1	10973577
1	10973651
1	10976886
1	10978077
1	10978132
1	10982684
1	10985091
1	10985399
1	10987194
1	10988472
1	10989125
1	10991179
1	10997658
1	10999785
1	11002104
1	11005575
1	11010040
1	11012634
1	11012829
1	11013828
1	11016329
1	11022174
1	11023551
1	11030447
1	11031164
1	11033153
1	11034289
1	11034666
1	11044301
1	11046113
1	11048412
1	11053924
1	11056984
1	11061997
1	11062554
1	11064687
1	11065990
1	11067162
1	11067327
1	11068630
1	11070558
1	11071098
1	11071642
1	11075338
1	11077010
1	11083761
1	11089043
1	11091038
1	11091205
1	11092718
1	11096952
1	11101038
1	11101077
1	11102954
1	11104630
1	11105727
1	11106696
1	11109652
1	11116903
1	11117564
1	11125566
1	11126172
1	11126783
1	11127213
1	11127436
1	11129110
1	11130628
1	11132149
1	11134448
1	11137633
1	11138351
1	11141326
1	11142926
1	11143406
1	11145849
1	11153726
1	11154398
1	11155304
1	11155728
1	11155850
1	11160548
1	11162320
1	11164170
1	11165747
1	11169532
1	11170133
1	11170415
1	11171933
1	11172409
1	11172628
1	11174296
1	11180186
1	11181343
1	11181469
1	11187708
1	11195207
1	11196439
1	11196961
1	11203755
1	11204184
1	11208920
1	11209654
1	11214056
1	11214330
1	11217102
1	11217935
1	11218403
1	11219629
1	11224828
1	11226107
1	11228375
1	11228817
1	11232173
1	11234382
1	11235654
1	11238763
1	11239544
1	11239867
1	11241930
1	11243967
1	11244592
1	11247969
1	11254646
1	11255834
1	11259305
1	11261045
1	11264390
1	11269884
1	11270298
1	11270387
1	11272064
1	11272917
1	11274078
1	11276386
1	11278892
1	11279778
1	11280496
1	11281597
1	11284476
1	11288100
1	11289668
1	11291347
1	11291728
1	11295128
1	11296889
1	11296901
1	11299903
1	11307971
1	11311174
1	11314469
1	11314582
1	11315159
1	11315652
1	11316567
1	11317498
1	11318226
1	11318286
1	11320377
1	11322168
1	11322864
1	11326865
1	11328469
1	11331288
1	11333732
1	11333783
1	11335288
1	11335627
1	11337735
1	11339140
1	11341330
1	11341665
1	11343977
1	11346914
1	11348652
1	11348985
1	11350213
1	11350535
1	11352735
1	11356382
1	11357422
1	11357646
1	11358112
1	11372463
1	11372899
1	11378522
1	11388133
1	11393845
1	11398133
1	11398780
1	11400404
1	11401069
1	11401985
1	11403584
1	11406343
1	11407612
1	11414395
1	11417816
1	11418349
1	11422457
1	11424686
1	11424879
1	11427134
1	11427652
1	11431365
1	11432968
1	11449029
1	11452299
1	11453465
1	11454357
1	11457696
1	11467678
1	11472724
1	11473053
1	11474590
1	11474641
1	11474669
1	11475437
1	11479671
1	11479747
1	11481096
1	11482708
1	11482952
1	11493461
1	11493797
1	11499414
1	11499416
1	11500885
1	11503598
1	11503784
1	11505078
1	11505249
1	11506361
1	11506853
1	11510896
1	11512462
1	11512749
1	11513439
1	11518561
1	11522741
1	11523446
1	11528051
1	11529790
1	11529826
1	11531240
1	11533400
1	11541420
1	11543616
1	11544725
1	11545534
1	11546958
1	11548649
1	11549250
1	11550015
1	11550957
1	11553347
1	11553831
1	11556025
1	11558144
1	11558453
1	11561061
1	11562860
1	11570523
1	11571794
1	11571921
1	11579935
1	11580609
1	11581712
1	11583605
1	11583624
1	11584453
1	11586590
1	11587497
1	11589301
1	11594696
1	11594819
1	11595298
1	11596629
1	11601418
1	11603940
1	11603957
1	11604323
1	11604635
1	11605714
1	11605733
1	11605991
1	11607609
1	11609399
1	11615287
1	11616844
1	11618589
1	11618702
1	11621173
1	11621501
1	11624436
1	11629260
1	11630029
1	11632267
1	11635801
1	11635832
1	11635902
1	11637122
1	11637189
1	11637738
1	11638595
1	11641678
1	11644820
1	11649278
1	11652068
1	11653548
1	11654326
1	11654478
1	11657237
1	11657837
1	11664820
1	11666061
1	11666533
1	11666901
1	11669988
1	11670474
1	11672510
1	11675056
1	11676413
1	11676671
1	11678518
1	11678544
1	11685484
1	11691559
1	11693472
1	11699167
1	11701919
1	11702357
1	11710704
1	11711811
1	11711927
1	11714854
1	11716079
1	11717673
1	11718326
1	11733464
1	11733640
1	11733877
1	11734443
1	11737644
1	11744539
1	11745559
1	11747303
1	11748672
1	11753614
1	11755380
1	11759267
1	11763122
1	11765175
1	11767296
1	11768660
1	11771795
1	11771924
1	11772722
1	11779857
1	11780121
1	11781621
1	11786765
1	11787455
1	11788014
1	11795805
1	11797101
1	11797435
1	11797519
1	11802813
1	11813017
1	11815421
1	11815890
1	11818602
1	11822124
1	11822240
1	11823758
1	11826181
1	11830111
1	11830324
1	11830842
1	11830968
1	11832475
1	11834447
1	11839760
1	11842899
1	11853894
1	11857610
1	11858118
1	11859968
1	11861366
1	11861725
1	11862741
1	11867221
1	11872583
1	11873654
1	11873935
1	11874082
1	11877342
1	11878626
1	11885166
1	11899877
1	11901247
1	11902080
1	11906918
1	11910185
1	11910949
1	11914142
1	11923506
1	11925707
1	11927239
1	11928411
1	11928986
1	11933246
1	11933551
1	11933989
1	11934816
1	11937244
1	11941094
1	11942622
1	11943693
1	11945764
1	11946988
1	11950217
1	11954498
1	11958355
1	11961181
1	11961333
1	11965406
1	11966726
1	11968001
1	11970574
1	11975771
1	11977717
1	11979718
1	11981991
1	11983416
1	11984352
1	11987214
1	11987343
1	11987445
1	11988635
1	11990591
1	11991446
1	11993749
1	11993904
1	11995635
1	11997317
1	11999109
1	12001097
1	12001594
1	12002242
1	12003089
1	12003107
1	12003976
1	12004041
1	12005518
1	12010153
1	12012942
1	12014481
1	12014650
1	12016784
1	12019599
1	12024812
1	12028145
1	12032589
1	12033140
1	12033321
1	12034150
1	12034315
1	12038055
1	12038335
1	12039181
1	12039598
1	12042207
1	12044174
1	12045147
1	12046909
1	12049497
1	12053018
1	12055056
1	12063005
1	12070352
1	12071591
1	12072228
1	12072245
1	12072993
1	12081201
1	12081322
1	12082584
1	12084518
1	12089974
1	12090927
1	12095170
1	12096303
1	12096895
1	12097956
1	12099540
1	12100170
1	12110875
1	12114948
1	12117431
1	12123635
1	12123762
1	12125307
1	12129965
1	12131239
1	12131749
1	12137039
1	12138801
1	12142167
1	12143964
1	12147015
1	12151231
1	12156709
1	12159935
1	12163166
1	12168962
1	12173975
1	12173977
1	12179752
1	12180268
1	12180724
1	12180765
1	12183667
1	12183859
1	12184442
1	12185779
1	12186873
1	12187413
1	12187790
1	12204551
1	12204786
1	12210626
1	12211280
1	12217181
1	12221134
1	12221397
1	12224786
1	12228968
1	12232829
1	12232898
1	12236969
1	12239168
1	12245491
1	12246615
1	12247112
1	12247466
1	12247716
1	12248265
1	12248295
1	12251051
1	12253923
1	12254269
1	12256998
1	12257103
1	12257952
1	12258010
1	12262444
1	12262616
1	12263039
1	12263406
1	12264727
1	12267089
1	12267483
1	12267899
1	12267965
1	12271867
1	12273815
1	12279800
1	12283305
1	12284201
1	12284406
1	12287012
1	12287329
1	12290096
1	12293019
1	12294496
1	12294598
1	12294973
1	12300395
1	12300552
1	12305174
1	12305317
1	12307462
1	12313834
1	12313872
1	12314873
1	12315615
1	12316793
1	12319468
1	12320606
1	12326675
1	12333570
1	12335872
1	12337570
1	12340788
1	12341615
1	12342420
1	12347105
1	12347188
1	12349196
1	12354102
1	12354324
1	12356469
1	12358696
1	12359604
1	12360170
1	12360608
1	12362519
1	12363358
1	12368794
1	12369265
1	12369698
1	12369949
1	12372022
1	12373253
1	12374029
1	12378197
1	12379461
1	12380414
1	12381139
1	12383225
1	12384622
1	12385677
1	12390860
1	12391348
1	12394545
1	12396996
1	12399309
1	12401676
1	12404361
1	12408166
1	12408168
1	12412430
1	12412930
1	12419049
1	12423089
1	12423759
1	12424451
1	12424709
1	12424955
1	12425514
1	12426474
1	12429734
1	12430542
1	12430779
1	12433737
1	12435576
1	12435825
1	12438691
1	12440249
1	12443883
1	12445818
1	12446106
1	12446954
1	12453882
1	12455200
1	12462403
1	12463740
1	12464013
1	12464317
1	12465285
1	12466134
1	12466453
1	12466455
1	12468185
1	12468287
1	12468909
1	12469932
1	12476504
1	12483061
1	12483647
1	12487963
1	12491893
1	12492170
1	12495680
1	12499135
1	12499308
1	12505552
1	12505711
1	12507847
1	12508058
1	12509675
1	12510429
1	12513423
1	12515655
1	12521269
1	12524087
1	12524893
1	12525576
1	12527436
1	12531226
1	12532781
1	12535582
1	12537104
1	12537402
1	12546655
1	12547182
1	12548319
1	12555543
1	12557350
1	12558521
1	12559586
1	12560116
1	12560636
1	12568994
1	12569014
1	12570493
1	12571611
1	12571806
1	12572216
1	12575429
1	12577209
1	12577816
1	12578509
1	12579902
1	12581855
1	12583356
1	12587953
1	12589207
1	12591778
1	12591970
1	12592310
1	12594668
1	12594936
1	12595645
1	12596265
1	12596327
1	12602667
1	12602832
1	12603985
1	12610269
1	12611802
1	12612450
1	12613109
1	12614836
1	12614924
1	12617471
1	12620695
1	12620953
1	12622044
1	12622272
1	12627867
1	12629766
1	12634764
1	12634942
1	12635062
1	12636079
1	12645278
1	12645367
1	12652834
1	12655030
1	12656655
1	12657039
1	12657233
1	12657763
1	12665294
1	12666685
1	12668586
1	12669352
1	12671729
1	12672858
1	12673587
1	12673596
1	12682627
1	12697190
1	12697545
1	12701960
1	12703207
1	12703844
1	12704290
1	12707966
1	12711246
1	12728726
1	12731282
1	12732025
1	12733260
1	12741511
1	12741745
1	12741842
1	12742388
1	12745943
1	12745973
1	12746271
1	12748542
1	12761373
1	12766659
1	12803848
1	12806772
1	12808008
1	12808344
1	12809120
1	12809757
1	12811275
1	12813599
1	12818537
1	12841062
1	12842891
1	12843240
1	12846251
1	12846581
1	12847077
1	12847480
1	12851382
1	12852373
1	12853555
1	12855330
1	12859526
1	12861014
1	12861772
1	12863791
1	12863818
1	12864035
1	12871233
1	12871885
1	12874827
1	12877958
1	12880421
1	12884406
1	12885713
1	12887477
1	12888165
1	12888609
1	12888634
1	12889226
1	12889452
1	12890080
1	12891777
1	12892265
1	12893274
1	12893770
1	12894629
1	12894730
1	12895413
1	12896201
1	12896807
1	12898825
1	12899414
1	12900309
1	12901879
1	12906695
1	12906759
1	12908049
1	12908296
1	12912182
1	12916589
1	12924205
1	12925286
1	12925623
1	12926362
1	12928230
1	12929027
1	12930673
1	12932840
1	12935440
1	12936694
1	12939570
1	12939897
1	12940471
1	12940530
1	12946686
1	12949541
1	12951509
1	12951511
1	12952339
1	12952851
1	12953364
1	12953935
1	12956832
1	12956981
1	12957808
1	12958196
1	12958437
1	12960184
1	12960910
1	12960930
1	12963076
1	12963732
1	12964468
1	12967349
1	12969678
1	12976835
1	12977275
1	12977398
1	12981251
1	12981433
1	12985635
1	12991794
1	12994525
1	12997029
1	12997651
1	12998565
1	13001542
1	13004885
1	13004926
1	13006786
1	13007579
1	13008315
1	13008688
1	13009423
1	13011697
1	13013595
1	13017519
1	13018631
1	13018727
1	13020345
1	13020757
1	13024950
1	13027446
1	13028036
1	13029143
1	13031975
1	13032439
1	13034247
1	13034347
1	13034834
1	13037414
1	13041651
1	13042331
1	13043409
1	13043927
1	13045125
1	13047381
1	13047645
1	13048712
1	13049267
1	13049675
1	13050563
1	13058113
1	13060992
1	13064441
1	13064947
1	13065176
1	13065752
1	13065929
1	13068766
1	13069649
1	13071889
1	13076752
1	13079098
1	13080604
1	13080745
1	13087054
1	13087825
1	13088427
1	13094696
1	13096072
1	13096165
1	13098511
1	13102060
1	13104118
1	13108042
1	13109742
1	13110164
1	13111243
1	13112157
1	13112394
1	13113004
1	13113283
1	13114353
1	13118918
1	13119349
1	13120548
1	13128420
1	13129999
1	13130122
1	13131296
1	13140183
1	13142134
1	13142136
1	13144124
1	13144934
1	13145092
1	13150327
1	13150995
1	13151941
1	13152777
1	13153389
1	13153644
1	13155751
1	13158287
1	13161843
1	13161978
1	13162456
1	13162826
1	13163647
1	13164416
1	13165630
1	13167352
1	13167355
1	13169825
1	13170292
1	13171833
1	13176324
1	13186412
1	13196607
1	13200494
1	13201236
1	13201799
1	13204696
1	13204946
1	13210962
1	13212008
1	13212486
1	13212827
1	13212833
1	13216719
1	13217364
1	13219932
1	13220622
1	13221154
1	13222053
1	13224566
1	13224614
1	13224704
1	13227856
1	13232237
1	13235772
1	13236349
1	13236723
1	13237164
1	13237931
1	13238219
1	13241290
1	13242031
1	13242150
1	13243781
1	13247392
1	13247785
1	13248157
1	13248573
1	13249792
1	13250216
1	13252319
1	13253239
1	13253886
1	13254317
1	13254344
1	13254552
1	13255980
1	13259475
1	13262927
1	13265955
1	13267203
1	13267217
1	13267489
1	13269317
1	13269596
1	13269976
1	13272785
1	13273218
1	13273338
1	13274156
1	13275688
1	13276555
1	13281544
1	13281912
1	13283257
1	13284308
1	13285318
1	13286529
1	13288763
1	13290346
1	13291829
1	13291979
1	13292774
1	13293036
1	13294140
1	13295602
1	13296341
1	13298891
1	13299144
1	13299317
1	13299372
1	13300626
1	13301352
1	13301879
1	13306003
1	13306205
1	13306892
1	13307598
1	13308144
1	13310400
1	13312792
1	13316214
1	13323861
1	13324971
1	13327197
1	13328723
1	13330829
1	13334446
1	13337565
1	13339704
1	13340349
1	13340411
1	13344056
1	13345091
1	13345229
1	13346786
1	13348312
1	13348946
1	13351475
1	13353634
1	13354434
1	13355103
1	13355600
1	13356844
1	13365749
1	13369522
1	13371437
1	13373571
1	13373759
1	13375877
1	13381486
1	13381965
1	13386767
1	13387571
1	13388488
1	13388818
1	13388842
1	13389161
1	13391040
1	13391655
1	13391669
1	13392039
1	13392904
1	13396669
1	13398370
1	13398476
1	13398774
1	13399528
1	13399630
1	13404464
1	13404907
1	13405372
1	13406086
1	13407117
1	13408380
1	13410699
1	13411531
1	13411681
1	13413555
1	13416920
1	13417350
1	13421510
1	13422166
1	13422525
1	13423306
1	13423604
1	13424750
1	13425896
1	13427195
1	13431555
1	13437469
1	13441668
1	13444559
1	13445779
1	13445829
1	13446436
1	13448073
1	13449138
1	13453173
1	13454869
1	13458778
1	13460144
1	13461482
1	13463702
1	13464193
1	13469763
1	13470408
1	13470901
1	13471601
1	13473273
1	13475325
1	13478329
1	13479030
1	13485893
1	13486792
1	13490862
1	13492349
1	13495377
1	13496216
1	13500479
1	13501447
1	13502711
1	13503570
1	13503986
1	13504355
1	13505355
1	13506404
1	13508871
1	13509522
1	13510700
1	13512586
1	13513442
1	13513905
1	13514365
1	13518058
1	13520614
1	13525505
1	13525819
1	13526333
1	13527927
1	13528390
1	13529731
1	13531913
1	13539145
1	13539780
1	13540218
1	13541086
1	13545477
1	13546584
1	13547857
1	13547988
1	13548342
1	13560191
1	13563934
1	13564850
1	13566227
1	13567007
1	13570202
1	13573473
1	13574692
1	13575713
1	13576556
1	13576978
1	13577627
1	13577741
1	13582168
1	13583913
1	13584445
1	13585229
1	13589280
1	13590794
1	13591053
1	13592760
1	13592791
1	13601714
1	13602892
1	13603050
1	13603592
1	13604601
1	13606378
1	13609429
1	13610895
1	13613872
1	13614116
1	13614478
1	13615149
1	13616294
1	13617281
1	13617952
1	13620415
1	13623475
1	13624653
1	13624867
1	13626404
1	13630494
1	13632500
1	13633405
1	13634783
1	13636023
1	13637301
1	13638153
1	13640228
1	13640946
1	13641105
1	13643426
1	13648886
1	13649015
1	13650715
1	13650796
1	13651587
1	13653377
1	13654073
1	13656204
1	13657972
1	13658355
1	13658363
1	13658783
1	13669345
1	13671330
1	13675220
1	13677411
1	13678690
1	13679795
1	13682261
1	13685164
1	13688668
1	13690560
1	13691743
1	13694041
1	13694948
1	13699389
1	13699476
1	13700543
1	13701603
1	13703369
1	13704631
1	13712612
1	13714015
1	13715985
1	13718773
1	13720331
1	13725626
1	13728544
1	13731673
1	13731831
1	13731984
1	13733076
1	13735196
1	13737965
1	13742925
1	13744142
1	13747724
1	13747756
1	13749657
1	13750454
1	13751889
1	13752184
1	13753996
1	13754180
1	13756462
1	13756890
1	13758823
1	13761141
1	13764628
1	13766560
1	13769602
1	13772245
1	13778319
1	13779224
1	13779669
1	13785235
1	13786276
1	13788600
1	13789618
1	13792219
1	13797692
1	13798900
1	13802957
1	13805052
1	13806570
1	13810572
1	13811226
1	13812088
1	13812438
1	13814884
1	13815961
1	13822218
1	13824941
1	13829224
1	13830636
1	13831146
1	13831881
1	13834230
1	13835880
1	13840219
1	13840465
1	13840557
1	13842157
1	13842623
1	13844045
1	13844517
1	13847671
1	13850586
1	13851739
1	13853799
1	13854238
1	13855209
1	13857207
1	13858088
1	13860171
1	13861573
1	13865176
1	13865975
1	13867240
1	13867707
1	13868937
1	13869790
1	13871077
1	13873050
1	13873634
1	13875489
1	13876044
1	13877686
1	13878450
1	13880746
1	13881144
1	13881320
1	13884478
1	13889275
1	13894363
1	13894899
1	13895479
1	13897626
1	13900406
1	13905618
1	13909506
1	13911003
1	13914765
1	13917512
1	13919320
1	13919467
1	13920132
1	13922599
1	13922720
1	13923245
1	13923506
1	13924193
1	13926294
1	13926350
1	13928825
1	13929005
1	13929829
1	13939494
1	13940269
1	13942694
1	13943829
1	13944947
1	13947134
1	13947890
1	13948004
1	13948182
1	13948838
1	13949206
1	13949603
1	13949724
1	13951695
1	13952386
1	13954964
1	13957872
1	13964742
1	13967044
1	13967915
1	13969526
1	13971386
1	13974257
1	13974824
1	13975087
1	13975236
1	13975646
1	13976291
1	13977030
1	13977399
1	13980553
1	13982209
1	13982394
1	13984674
1	13986490
1	13987000
1	13988233
1	13988576
1	13988686
1	13990192
1	13990482
1	13991136
1	13991790
1	13993548
1	13994211
1	13995348
1	13995930
1	13996305
1	13998387
1	13999195
1	14002744
1	14003383
1	14004741
1	14005679
1	14005714
1	14008947
1	14009698
1	14011109
1	14015844
1	14016254
1	14016955
1	14017387
1	14018429
1	14020635
1	14021818
1	14022888
1	14024944
1	14029927
1	14030393
1	14031610
1	14033142
1	14033530
1	14035339
1	14035561
1	14035685
1	14037803
1	14040726
1	14042081
1	14043167
1	14043230
1	14046684
1	14046894
1	14047568
1	14048599
1	14049015
1	14049164
1	14050920
1	14050930
1	14053243
1	14053344
1	14053784
1	14054443
1	14054821
1	14056384
1	14056844
1	14061178
1	14061270
1	14061280
1	14061687
1	14062317
1	14064611
1	14065052
1	14069059
1	14075319
1	14077766
1	14077979
1	14078391
1	14081176
1	14082066
1	14090231
1	14090888
1	14094442
1	14094538
1	14095151
1	14095411
1	14095486
1	14097852
1	14101040
1	14101066
1	14103794
1	14103892
1	14103962
1	14103993
1	14107971
1	14108072
1	14111247
1	14111399
1	14111656
1	14112316
1	14113972
1	14115832
1	14117181
1	14118761
1	14119913
1	14121910
1	14122428
1	14122957
1	14125446
1	14126524
1	14127017
1	14129071
1	14129396
1	14129427
1	14129950
1	14130644
1	14134616
1	14141232
1	14141659
1	14143813
1	14144416
1	14145622
1	14146913
1	14148674
1	14152964
1	14153743
1	14155303
1	14155926
1	14164222
1	14169166
1	14170382
1	14173422
1	14176762
1	14178106
1	14179010
1	14180023
1	14183297
1	14183468
1	14183634
1	14184669
1	14186989
1	14187169
1	14193092
1	14195712
1	14196065
1	14198656
1	14198775
1	14199794
1	14200190
1	14203709
1	14204708
1	14208124
1	14208132
1	14210613
1	14211399
1	14211761
1	14211911
1	14212817
1	14212978
1	14213924
1	14217959
1	14218095
1	14220155
1	14226570
1	14231676
1	14232491
1	14237686
1	14237730
1	14240943
1	14242623
1	14244010
1	14244744
1	14246852
1	14247157
1	14250777
1	14250841
1	14254371
1	14254483
1	14254504
1	14254594
1	14257576
1	14257670
1	14257734
1	14260242
1	14263628
1	14267486
1	14271420
1	14272425
1	14272480
1	14272968
1	14273276
1	14275098
1	14277461
1	14277790
1	14279117
1	14279767
1	14283064
1	14283486
1	14284756
1	14285206
1	14287507
1	14288077
1	14303418
1	14303575
1	14305512
1	14306973
1	14307096
1	14309548
1	14310109
1	14310356
1	14321858
1	14322871
1	14324304
1	14325028
1	14326211
1	14330776
1	14332757
1	14333961
1	14335750
1	14440685
1	14442910
1	14445824
1	14456356
1	14457726
1	14460643
1	14465246
1	14468034
1	14484519
1	14485747
1	14486947
1	14487188
1	14487387
1	14492376
1	14493908
1	14501371
1	14502704
1	14507946
1	14509023
1	14510101
1	14510180
1	14510774
1	14540044
1	14541981
1	14542534
1	14544298
1	14582620
1	14584109
1	14584484
1	14590158
1	14596377
1	14598220
1	14601655
1	14602747
1	14604572
1	14608793
1	14671949
1	14677220
1	14679157
1	14681968
1	14685420
1	14689590
1	14694214
1	14695040
1	14697322
1	14699200
1	14699246
1	14708822
1	14718626
1	14728203
1	14888971
1	14890957
1	14891410
1	14892125
1	14892629
1	14893178
1	14895026
1	14895577
1	14896120
1	14918475
1	14921449
1	14923025
1	14928094
1	14930550
1	14932455
1	14932753
1	14941301
1	14946812
1	14951298
1	14951652
1	14963317
1	14963752
1	14965733
1	14977225
1	15007472
1	15015671
1	15035484
1	15055117
1	15056640
1	15056966
1	15060328
1	15061418
1	15061885
1	15063621
1	15065076
1	15068119
1	15068995
1	15069805
1	15076019
1	15076577
1	15079787
1	15080710
1	15080736
1	15081147
1	15081812
1	15092398
1	15100778
1	15106538
1	15149993
1	15153406
1	15160955
1	15162082
1	15162268
1	15162685
1	15163217
1	15165505
1	15165742
1	15166872
1	15178925
1	15179240
1	15186709
1	15187682
1	15196312
1	15211930
1	15414051
1	15415305
1	15415646
1	15422465
1	15422661
1	15423448
1	15423817
1	15424915
1	15431051
1	15431366
1	15434413
1	15441468
1	15442954
1	15454981
1	15458850
1	15473244
1	15488765
1	15498954
1	15502070
1	15506339
1	15506551
1	15509372
1	15509936
1	15511213
1	15519482
1	15521015
1	15523407
1	15524638
1	15525136
1	15525540
1	15525842
1	15530692
1	15532243
1	15532837
1	15532849
1	15532908
1	15533944
1	15537512
1	15541264
1	15545549
1	15545670
1	15546102
1	15546607
1	15547372
1	15548846
1	15550892
1	15551490
1	15551621
1	15553823
1	15554364
1	15555339
1	15556102
1	15559721
1	15560100
1	15560788
1	15561425
1	15561431
1	15569519
1	15570065
1	15570801
1	15572241
1	15572329
1	15572433
1	15573462
1	15573742
1	15575195
1	15578061
1	15579569
1	15579763
1	15580379
1	15582825
1	15583353
1	15583854
1	15585131
1	15585222
1	15587551
1	15587555
1	15588132
1	15591702
1	15592118
1	15592898
1	15596532
1	15601035
1	15602204
1	15606344
1	15607066
1	15609013
1	15611999
1	15612806
1	15613276
1	15614094
1	15614459
1	15614827
1	15615269
1	15615714
1	15616084
1	15618351
1	15618762
1	15620620
1	15620808
1	15621135
1	15622788
1	15626679
1	15629335
1	15630021
1	15635223
1	15638407
1	15638865
1	15643232
1	15644607
1	15645847
1	15646264
1	15647371
1	15648051
1	15649496
1	15649579
1	15649759
1	15649814
1	15659875
1	15672035
1	15673020
1	15673756
1	15679353
1	15683987
1	15684190
1	15687752
1	15687781
1	15690719
1	15695233
1	15697896
1	15698258
1	15702658
1	15704484
1	15707561
1	15714315
1	15715633
1	15720557
1	15722304
1	15722799
1	15723806
1	15729195
1	15732085
1	15733705
1	15735827
1	15739898
1	15742503
1	15743128
1	15746502
1	15746812
1	15751016
1	15751764
1	15752256
1	15756490
1	15756654
1	15758377
1	15761530
1	15769490
1	15770139
1	15773429
1	15775843
1	15776790
1	15776870
1	15778153
1	15779881
1	15782308
1	15782359
1	15788028
1	15789711
1	15792722
1	15798121
1	15801346
1	15802190
1	15802234
1	15802846
1	15804211
1	15810009
1	15815267
1	15815815
1	15832817
1	15848163
1	15850915
1	15853404
1	15855080
1	15855582
1	15858385
1	15861957
1	15866169
1	15866946
1	15867685
1	15869852
1	15874686
1	15879508
1	15879895
1	15880122
1	15880305
1	15881212
1	15883692
1	15883810
1	15884052
1	15884968
1	15889798
1	15890517
1	15892732
1	15893046
1	15894539
1	15894671
1	15899678
1	15902441
1	15905344
1	15905709
1	15906152
1	15908256
1	15908341
1	15909567
1	15912128
1	15913661
1	15913685
1	15916022
1	15917382
1	15917883
1	15919276
1	15923829
1	15923997
1	15925209
1	15926698
1	15927251
